counter,start,storeDLT,storeKfrags,finish
0,1650929389332,1650929398646,1650929399306,1650929405993
1,1650929407364,1650929412055,1650929412530,1650929415466
2,1650929415485,1650929421452,1650929425238,1650929428657
3,1650929430177,1650929437314,1650929439675,1650929442796
4,1650929445861,1650929454431,1650929455081,1650929460270
5,1650929460701,1650929468152,1650929472039,1650929476906
6,1650929478938,1650929487041,1650929490189,1650929495771
7,1650929495850,1650929502150,1650929502794,1650929505939
8,1650929506092,1650929511495,1650929512047,1650929517130
9,1650929517634,1650929526588,1650929527956,1650929531008
