counter,start,storeDLT,storeKfrags,finish
0,1650929389456,1650929399300,1650929399814,1650929406683
1,1650929407578,1650929411694,1650929416081,1650929419247
2,1650929420029,1650929428808,1650929429326,1650929434787
3,1650929435878,1650929440190,1650929444640,1650929447926
4,1650929449852,1650929459726,1650929460815,1650929463702
5,1650929465088,1650929472185,1650929472957,1650929484051
6,1650929485536,1650929493035,1650929495771,1650929501590
7,1650929502921,1650929512023,1650929512617,1650929517226
8,1650929520812,1650929526607,1650929527918,1650929530920
9,1650929531422,1650929540078,1650929540678,1650929543424
